Datetime,AG,AL,AU,A,CF,CU,C,MA,PM,RU,SC,SN,SR,Y
06/01/2017,5146,11350,323.3299999999999,3705,19230,43710,2057,3135,2593,33075,,115580,5961,4122
09/01/2017,5180,11420,324.2299999999999,3649,19415,44090,2050,3205,2593,34190,,115940,6006,4146
10/01/2017,5197,11710,325.9799999999999,3607,19490,44470,2045,3202,2593,34490,,117480,5981,4200
11/01/2017,5232,11880,326.3299999999999,3612,19430,45520,2049,3179,2593,34775,,115860,6040,4272
12/01/2017,5221,12120,326.7299999999999,3550,19350,45340,2050,3230,2593,35515,,112270,6026,4254
13/01/2017,5185,12235,325.7299999999999,3585,19100,45760,2055,3248,2593,35550,,111880,5988,4258
16/01/2017,5216,12230,327.4299999999999,3670,19150,46310,2071,3359,2593,36735,,112960,6007,4322
17/01/2017,5205,12160,329.0799999999999,3668,19205,45140,2066,3320,2593,36470,,109520,5997,4346
18/01/2017,5210,12175,327.9799999999999,3702,19170,44960,2104,3327,2593,36515,,110390,6039,4342
19/01/2017,5174,12195,325.1799999999999,3725,19340,45090,2100,3282,2593,36375,,110880,6161,4332
20/01/2017,5173,12175,325.8799999999999,3657,19215,44440,2106,3292,2593,34955,,106760,6050,4322
23/01/2017,5199,12530,327.2299999999999,3620,19590,45210,2115,3337,2593,35065,,107500,6087,4294
24/01/2017,5188,12565,326.8299999999999,3652,19730,45430,2102,3344,2593,35460,,108240,6124,4388
25/01/2017,5146,12890,324.0799999999999,3629,19665,46010,2098,3424,2593,35440,,110900,6126,4304
26/01/2017,5096,12675,322.0799999999999,3676,19710,46400,2102,3418,2593,36695,,111710,6103,4258
03/02/2017,5166,12600,326.0799999999999,3753,20010,45140,2115,3404,2593,35395,,108780,6111,4176
06/02/2017,5221,12470,328.7799999999999,3797,20120,44960,2142,3418,2593,35300,,108190,6133,4186
07/02/2017,5233,12440,330.9799999999999,3787,19995,45210,2131,3432,2593,35900,,107280,6142,4166
08/02/2017,5234,12535,331.2299999999999,3781,19910,46020,2144,3429,2593,35945,,106640,6117,4228
09/02/2017,5241,12570,332.6799999999999,3760,19905,45770,2144,3409,2593,35805,,108410,6066,4206
10/02/2017,5221,12595,329.7299999999999,3776,19890,45970,2147,3433,2593,36190,,108720,6079,4278
13/02/2017,5300,12795,330.8799999999999,3771,19995,48270,2146,3534,2593,37225,,113030,6122,4190
14/02/2017,5304,13175,330.4799999999999,3790,19980,48260,2116,3595,2593,37235,,113430,6085,4150
15/02/2017,5291,13105,329.4299999999999,3721,19890,46890,2104,3558,2593,36770,,111180,6007,4152
16/02/2017,5297,13125,330.8299999999999,3717,19715,46830,2114,3529,2593,35540,,111190,6007,4122
17/02/2017,5298,12825,331.9299999999999,3668,19560,46510,2108,3536,2593,35600,,109370,6010,4012
20/02/2017,5280,12905,331.3299999999999,3674,19635,46920,2125,3545,2593,35520,,110650,6007,4020
21/02/2017,5299,12985,331.9799999999999,3699,19695,47070,2128,3452,2593,35310,,111680,6013,3992
22/02/2017,5295,12715,331.6799999999999,3636,19530,46810,2140,3449,2593,35260,,110830,6031,3976
23/02/2017,5292,12600,332.2299999999999,3618,19590,46540,2126,3372,2496,33910,,107880,6035,3906
24/02/2017,5345,12475,335.6299999999999,3573,19945,45910,2133,3422,2584,34020,,108210,5961,3910
27/02/2017,5398,12515,336.6299999999999,3563,19890,45880,2146,3465,2618,34005,,109700,5953,3900
28/02/2017,5379,12530,335.6799999999999,3557,20000,45890,2145,3398,2618,33710,,108430,5925,3894
01/03/2017,5350,12940,333.6299999999999,3567,20055,46800,2145,3367,2618,33965,,108660,6006,3974
02/03/2017,5366,12905,333.9299999999999,3545,20010,46840,2150,3346,2565,34075,,110330,6004,4010
03/03/2017,5230,12925,331.8799999999999,3476,19995,46430,2168,3349,2622,34320,,108580,6086,3994
06/03/2017,5239,12490,331.9299999999999,3461,20475,46040,2190,3318,2622,33930,,107770,6055,4008
07/03/2017,5236,12510,330.8799999999999,3426,20365,45870,2186,3338,2622,33845,,107070,5976,3908
08/03/2017,5197,12465,329.0299999999999,3461,19775,45290,2168,3265,2622,33000,,105560,5893,3860
09/03/2017,5141,12335,327.7299999999999,3449,19610,44550,2151,3216,2622,32775,,103610,5941,3858
10/03/2017,5101,12590,325.5299999999999,3319,19510,44630,2128,3220,2622,32860,,105570,5928,3736
13/03/2017,5138,12540,328.1299999999999,3350,19545,45540,2136,3190,2601,33040,,107860,5939,3758
14/03/2017,5115,12315,326.8299999999999,3310,19300,45340,2111,3151,2560,32735,,106790,5936,3676
15/03/2017,5121,12410,326.9799999999999,3292,19265,45650,2124,3209,2570,32935,,108560,5979,3670
16/03/2017,5221,12620,331.6299999999999,3251,19380,46140,2120,3168,2570,33040,,109930,5911,3662
17/03/2017,5213,12420,331.5299999999999,3260,19260,45720,2122,3164,2570,33450,,109430,5919,3696
20/03/2017,5226,12430,332.9299999999999,3268,19225,45960,2146,3122,2570,33100,,109630,5906,3718
21/03/2017,5213,12540,331.8299999999999,3228,19095,45270,2149,3060,2570,32730,,109260,5842,3680
22/03/2017,5246,12465,334.2799999999999,3286,19005,44640,2173,3019,2570,31780,,108470,5832,3668
23/03/2017,5238,12495,334.2299999999999,3280,19365,45100,2156,3015,2570,31800,,109230,5823,3584
24/03/2017,5221,12355,333.4299999999999,3285,19315,45080,2168,3036,2570,31655,,109010,5812,3544
27/03/2017,5271,12375,336.4799999999999,3191,19060,44240,2167,2970,2570,30940,,105150,5811,3392
28/03/2017,5273,12310,335.6799999999999,3198,19075,44720,2179,3004,2570,31025,,105330,5786,3382
29/03/2017,5272,12495,335.0799999999999,3207,19045,45510,2136,3041,2570,31405,,106340,5779,3388
30/03/2017,5276,12480,335.0799999999999,3193,18790,45440,2133,3043,2570,31090,,105680,5694,3304
31/03/2017,5263,12655,333.0799999999999,3197,18885,45730,2135,3064,2570,31125,,105360,5677,3216
05/04/2017,5280,12820,335.7299999999999,3211,18965,45400,2145,3138,2570,31760,,106030,5706,3222
06/04/2017,5279,12755,335.7299999999999,3190,18890,45790,2154,3150,2580,31605,,109410,5696,3216
07/04/2017,5330,12665,337.9799999999999,3172,19020,45110,2132,3107,2580,30465,,108650,5700,3128
10/04/2017,5225,12730,336.6799999999999,3256,19225,45030,2138,3044,2580,30310,,107900,5787,3150
11/04/2017,5228,12530,337.2299999999999,3258,19170,44560,2096,2986,2580,30200,,104310,5808,3186
12/04/2017,5294,12525,340.3299999999999,3233,19235,44130,2089,2977,2580,29560,,103480,5830,3080
13/04/2017,5328,12680,341.6299999999999,3265,19370,44380,2099,2979,2580,29775,,105040,5838,3138
14/04/2017,5334,12780,342.1799999999999,3270,19280,44010,2102,2900,2580,29620,,103650,5828,3126
17/04/2017,5343,13040,341.6799999999999,3179,19190,44380,2102,2902,2580,29695,,105560,5891,3134
18/04/2017,5310,13050,340.9299999999999,3123,19410,43750,2091,2887,2580,29400,,104980,5871,3084
19/04/2017,5269,12810,340.7799999999999,3155,19485,43740,2079,2913,2580,29175,,103260,5905,2976
20/04/2017,5271,12905,340.5799999999999,3161,19560,43460,2089,2907,2580,29590,,103640,5891,2998
21/04/2017,5232,12910,340.3799999999999,3152,19655,43930,2112,2893,2580,29595,,102400,5867,3002
24/04/2017,5210,12885,338.3799999999999,3144,19535,43810,2105,2873,2580,29605,,99900,5774,3056
25/04/2017,5221,12930,338.3799999999999,3135,19345,43930,2093,2857,2580,29460,,100290,5745,2996
26/04/2017,5191,12930,336.9299999999999,3134,19605,44130,2098,2881,2580,29300,,99980,5765,3012
27/04/2017,5186,12930,337.3299999999999,3139,19660,44190,2086,2906,2580,29400,,102740,5713,3028
28/04/2017,5181,12570,337.6799999999999,3163,19410,44230,2085,2907,2580,29550,,104110,5704,3002
02/05/2017,5108,12410,335.2299999999999,3250,19500,44690,2112,2910,2482,30035,,106350,5795,3076
03/05/2017,5106,12515,334.62999999999994,3237,19655,44480,2100,2891,2497,29885,,104650,5762,3068
04/05/2017,5004,12445,330.9799999999999,3218,19690,43080,2103,2788,2405,28870,,103270,5837,3030
05/05/2017,4994,12505,330.12999999999994,3222,19350,42880,2103,2742,2405,28390,,102390,5771,2992
08/05/2017,5005,12250,329.8299999999999,3240,19035,42570,2105,2759,2405,28355,,101300,5740,3080
09/05/2017,4987,12345,329.7799999999999,3245,19050,42630,2091,2760,2405,28420,,103560,5750,3106
10/05/2017,4970,12335,328.37999999999994,3248,19050,42760,2089,2738,2405,28095,,102920,5731,3090
11/05/2017,4998,12335,328.67999999999995,3214,19030,43170,2108,2756,2405,28515,,103940,5771,3186
12/05/2017,5021,12345,329.42999999999995,3190,19315,42830,2107,2718,2405,28330,,103740,5757,3158
15/05/2017,5053,12475,330.7299999999999,3181,19765,43330,2092,2766,2405,28505,,103290,5791,3166
16/05/2017,5078,12455,331.3299999999999,3176,19725,43070,2092,2798,2405,28715,,102690,5796,3206
17/05/2017,5084,12545,332.2799999999999,3218,19675,43290,2106,2823,2405,28575,,104880,5850,3230
18/05/2017,5072,12420,334.5799999999999,3180,19270,42860,2102,2789,2405,28280,,105650,5821,3176
19/05/2017,5064,12520,333.9799999999999,3171,19345,43200,2106,2913,2405,28565,,105740,5838,3120
22/05/2017,5078,12480,334.62999999999994,3226,19215,43700,2081,2910,2445,28640,,106840,5784,3182
23/05/2017,5102,12400,336.5299999999999,3242,19250,43670,2078,2891,2445,28750,,106680,5807,3134
24/05/2017,5065,12475,333.17999999999995,3273,19440,43680,2085,2871,2357,28490,,105980,5766,3092
25/05/2017,5093,12580,334.62999999999994,3252,19365,43870,2082,2930,2353,28540,,107690,5765,3098
26/05/2017,5093,12575,334.67999999999995,3238,19240,43900,2082,2884,2353,28255,,106510,5749,3004
31/05/2017,5071,12205,332.9799999999999,3145,18975,43130,2071,2748,2353,27300,,104930,5656,2852
01/06/2017,5062,12295,333.17999999999995,3157,18825,43240,2090,2784,2353,27270,,105350,5690,2840
02/06/2017,5035,12280,332.17999999999995,3175,18920,43270,2099,2732,2353,27195,,104400,5689,2842
05/06/2017,5102,12235,335.87999999999994,3237,18860,43170,2102,2764,2353,27320,,104190,5666,2894
06/06/2017,5132,12165,337.62999999999994,3244,18840,42810,2101,2810,2353,27245,,104990,5678,2924
07/06/2017,5137,12180,337.92999999999995,3256,18915,42770,2100,2824,2353,27340,,103390,5715,2910
08/06/2017,5131,12255,337.0799999999999,3258,19215,43150,2100,2848,2353,27195,,103500,5730,2910
09/06/2017,5068,12075,333.8299999999999,3349,19160,43820,2135,2840,2294,27265,,103730,5783,2960
12/06/2017,5030,12175,332.37999999999994,3385,18845,44260,2150,2846,2365,27465,,103880,5751,3038
13/06/2017,5006,12135,332.4799999999999,3370,18730,43720,2131,2806,2365,27115,,106550,5709,2998
14/06/2017,5023,12110,333.0299999999999,3351,18820,43850,2146,2852,2365,27690,,107950,5715,3014
15/06/2017,5009,11985,331.17999999999995,3368,18695,43490,2141,2805,2365,27635,,106480,5702,3022
16/06/2017,5006,12025,330.67999999999995,3327,18670,43380,2137,2841,2365,27665,,107290,5678,3066
19/06/2017,4986,12245,330.17999999999995,3297,18770,43570,2123,2880,2365,27480,,106130,5636,3096
20/06/2017,4991,12425,329.5799999999999,3301,18715,43730,2128,2890,2365,27420,,104920,5641,3020
21/06/2017,4976,12335,329.4799999999999,3264,18750,43410,2131,2881,2365,27355,,104640,5649,2996
22/06/2017,5011,12195,331.2299999999999,3252,18665,43700,2126,2821,2365,27200,,106390,5574,2960
23/06/2017,5022,12365,331.7799999999999,3250,18785,44580,2139,2826,2365,27460,,106130,5636,2962
26/06/2017,5017,12325,331.92999999999995,3254,18880,44710,2155,2821,2270,27520,,104570,5641,2968
27/06/2017,5001,12360,330.7299999999999,3251,18700,44610,2162,2814,2332,27745,,104660,5568,3018
28/06/2017,5023,12385,330.0799999999999,3265,18380,44810,2151,2798,2332,27870,,106140,5491,3068
29/06/2017,5026,12415,329.4799999999999,3266,18365,45320,2149,2861,2332,28290,,106880,5474,3122
30/06/2017,4981,12375,326.8299999999999,3267,18470,45350,2150,2870,2332,28125,,107340,5482,3122
03/07/2017,4974,12560,325.92999999999995,3309,18575,45390,2149,2915,2332,28290,,107300,5476,3194
04/07/2017,4866,12470,323.92999999999995,3311,18550,44820,2142,2878,2332,27505,,106450,5361,3104
05/07/2017,4869,12600,323.7299999999999,3297,18510,44930,2146,2911,2394,27620,,107220,5278,3126
06/07/2017,4853,12545,324.17999999999995,3258,18465,44750,2136,2980,2394,27690,,105520,5274,3176
07/07/2017,4832,12560,323.5299999999999,3228,18580,44920,2139,2993,2394,27675,,106030,5241,3182
10/07/2017,4639,12510,320.12999999999994,3287,18705,44560,2135,2962,2394,27480,,105110,5306,3292
11/07/2017,4700,12520,321.3299999999999,3297,18485,44840,2137,3007,2394,27700,,106440,5306,3334
12/07/2017,4756,12550,322.3299999999999,3315,18675,45040,2144,2996,2394,28025,,107110,5310,3322
13/07/2017,4787,12655,323.0799999999999,3301,18730,45190,2127,2977,2460,28035,,107590,5322,3282
14/07/2017,4737,12710,321.9799999999999,3229,18815,44950,2129,2995,2460,28245,,105090,5376,3230
17/07/2017,4812,12835,324.3299999999999,3220,18965,45600,2152,3003,2460,28285,,107140,5315,3260
18/07/2017,4817,12685,325.0299999999999,3232,19085,45480,2150,3030,2460,28250,,107290,5359,3230
19/07/2017,4827,12815,325.37999999999994,3222,19145,45750,2140,3040,2460,28835,,109090,5365,3260
20/07/2017,4821,12755,325.5299999999999,3212,19120,45580,2148,3046,2460,28825,,107950,5402,3314
21/07/2017,4850,12780,327.12999999999994,3217,18660,45790,2138,3007,2460,28760,,107190,5399,3318
24/07/2017,4848,12790,327.7799999999999,3192,18550,45550,2130,2973,2460,28305,,108230,5339,3256
25/07/2017,4856,12905,328.12999999999994,3198,18560,46350,2131,2993,2460,28430,,108740,5338,3356
26/07/2017,4825,12845,325.7299999999999,3205,18405,47840,2118,2890,2460,28210,,108530,5234,3266
27/07/2017,4880,12770,328.92999999999995,3218,18425,47830,2116,2900,2460,28270,,112010,5247,3330
28/07/2017,4872,12715,328.5799999999999,3203,18125,47730,2124,2879,2460,27290,,110770,5174,3264
31/07/2017,4884,12880,329.37999999999994,3220,18170,48500,2108,2904,2528,27335,,111600,5158,3346
01/08/2017,4890,12760,329.3299999999999,3200,18290,48020,2111,2934,2528,27220,,108980,5256,3350
02/08/2017,4884,13100,329.2799999999999,3202,18555,47850,2113,2963,2528,27065,,107990,5281,3292
03/08/2017,4857,12925,328.2299999999999,3188,18460,47660,2112,2941,2528,27075,,109050,5285,3190
04/08/2017,4879,13005,329.7799999999999,3189,18555,48100,2115,2986,2460,27535,,110100,5316,3206
07/08/2017,4791,13380,327.2799999999999,3289,18535,48120,2113,2991,2449,27860,,109680,5377,3192
08/08/2017,4781,13675,327.0299999999999,3315,18765,48130,2119,3063,2449,27900,,108550,5360,3300
09/08/2017,4831,14455,327.7799999999999,3346,18755,48990,2153,3077,2449,28445,,109160,5337,3336
10/08/2017,4941,14325,329.7799999999999,3359,18875,48470,2157,3077,2449,28290,,109090,5361,3352
11/08/2017,4951,14330,331.17999999999995,3318,18730,47650,2166,3022,2449,27765,,107240,5366,3294
14/08/2017,4981,14020,331.0799999999999,3262,18805,47740,2160,2996,2488,27750,,105890,5375,3320
15/08/2017,4919,14050,329.17999999999995,3254,18690,48010,2159,2986,2488,28045,,106390,5428,3294
16/08/2017,4874,14340,328.2799999999999,3245,18580,47850,2163,2986,2488,28095,,105100,5428,3212
17/08/2017,4971,14760,331.2799999999999,3270,18665,49150,2176,3093,2488,28265,,107230,5447,3252
18/08/2017,4953,14590,331.8299999999999,3262,18650,48740,2167,3087,2488,28410,,106390,5483,3308
21/08/2017,4942,14670,331.0299999999999,3277,18695,49330,2164,3121,2488,28415,,106390,5483,3324
22/08/2017,4935,14625,330.42999999999995,3289,18795,49870,2176,3142,2488,28530,,106200,5500,3422
23/08/2017,4935,14450,330.4799999999999,3293,18765,49240,2166,3139,2488,28305,,104030,5443,3440
24/08/2017,4936,14705,330.5799999999999,3283,18660,49570,2164,3132,2488,28250,,105350,5460,3436
25/08/2017,4932,14860,330.37999999999994,3285,18700,50450,2158,3151,2488,28550,,105390,5555,3386
28/08/2017,4953,14605,331.7799999999999,3291,18785,50600,2157,3155,2488,28475,,105800,5617,3392
29/08/2017,4995,14495,335.12999999999994,3277,18725,50350,2141,3239,2538,28275,,106020,5595,3344
30/08/2017,4964,14640,331.67999999999995,3257,18655,50380,2132,3261,2538,28225,,105230,5507,3312
31/08/2017,4958,14715,331.2299999999999,3237,18665,50500,2126,3275,2538,28375,,106930,5524,3324
01/09/2017,4970,14925,333.12999999999994,3213,18745,50480,2129,3305,2543,28450,,106610,5541,3378
04/09/2017,5030,14740,335.5299999999999,3222,19255,50830,2152,3337,2543,28995,,106500,5490,3416
05/09/2017,5027,14720,334.9799999999999,3216,19345,51290,2153,3332,2543,29165,,105590,5491,3426
06/09/2017,5022,14540,335.42999999999995,3197,19260,50840,2154,3325,2543,29400,,104460,5411,3412
07/09/2017,5003,14305,334.37999999999994,3182,19275,50340,2158,3284,2543,29320,,103880,5349,3416
08/09/2017,5021,14025,335.0299999999999,3204,18995,49290,2126,3274,2543,28590,,103660,5276,3348
11/09/2017,4962,14685,333.7299999999999,3184,19065,49080,2127,3259,2543,28495,,103610,5280,3416
12/09/2017,4957,14765,332.42999999999995,3173,19075,49250,2130,3350,2543,28580,,104020,5289,3378
13/09/2017,4955,14715,332.8299999999999,3188,18935,48550,2131,3287,2543,28605,,104110,5268,3360
14/09/2017,4941,14745,332.4799999999999,3185,18795,47930,2141,3249,2543,28250,,103330,5320,3438
15/09/2017,4947,14405,333.7799999999999,3178,18740,47930,2130,3198,2543,27555,,101860,5312,3438
18/09/2017,4936,14525,331.17999999999995,3177,18770,48250,2131,3188,2543,27040,,103260,5309,3382
19/09/2017,4887,14645,331.12999999999994,3174,18795,48280,2135,3162,2543,26790,,104230,5271,3360
20/09/2017,4892,15210,331.37999999999994,3169,19065,48360,2135,3196,2543,26915,,105180,5288,3352
21/09/2017,4835,14945,328.8299999999999,3154,18850,47710,2148,3073,2543,26345,,103730,5263,3304
22/09/2017,4834,14565,329.2799999999999,3192,18840,47180,2155,3080,2543,26395,,103160,5283,3260
25/09/2017,4830,14575,328.92999999999995,3189,18910,47810,2152,3076,2543,26410,,104310,5276,3202
26/09/2017,4886,14665,333.12999999999994,3190,19050,48190,2162,3088,2543,26455,,106160,5270,3208
27/09/2017,4852,14645,330.5299999999999,3203,18775,48090,2153,3093,2543,26485,,106220,5249,3194
28/09/2017,4832,14460,329.0299999999999,3193,18525,48170,2133,3042,2543,25435,,105280,5214,3102
29/09/2017,4842,14490,330.2299999999999,3185,18535,49390,2132,3111,2543,25325,,105800,5245,3116
09/10/2017,4863,14730,328.0799999999999,3191,18515,49640,2105,3132,2543,25180,,107260,5162,3138
10/10/2017,4869,14505,327.9799999999999,3244,18530,49380,2110,3064,2543,25145,,105710,5254,3094
11/10/2017,4860,14375,327.42999999999995,3213,18555,49950,2110,2984,2543,25075,,104720,5313,3066
12/10/2017,4867,14495,328.42999999999995,3172,18480,50720,2113,2969,2543,25205,,105280,5349,3100
13/10/2017,4880,14715,328.5299999999999,3184,18500,50920,2116,3038,2543,25405,,105880,5393,3112
16/10/2017,4903,14515,330.0299999999999,3170,18655,52600,2117,3051,2543,25410,,106840,5399,3132
17/10/2017,4878,14395,328.5799999999999,3112,18620,52630,2117,3066,2543,25360,,106050,5395,3126
18/10/2017,4869,14125,327.4799999999999,3093,18590,52400,2114,3088,2543,25400,,104440,5397,3092
19/10/2017,4856,14195,327.0299999999999,3077,18465,52130,2111,3025,2543,25195,,103700,5348,3002
20/10/2017,4871,14370,327.37999999999994,3088,18405,52610,2107,3139,2543,25530,,103560,5325,3078
23/10/2017,4846,14285,326.2299999999999,3046,18395,51900,2102,3144,2543,25330,,103710,5366,3094
24/10/2017,4858,14305,327.12999999999994,3020,18470,52990,2105,3157,2543,25255,,103980,5380,3102
25/10/2017,4837,14315,325.87999999999994,3027,18485,52100,2114,3142,2543,25365,,103970,5503,3162
26/10/2017,4848,14535,327.12999999999994,3006,18460,52290,2113,3143,2543,25385,,104170,5515,3158
27/10/2017,4800,14310,325.2799999999999,2990,18385,51500,2104,3068,2543,25160,,102670,5527,3156
30/10/2017,4809,14330,325.62999999999994,2989,18400,51080,2095,3051,2543,25115,,102660,5503,3180
31/10/2017,4816,14315,325.8299999999999,2995,18405,51330,2096,3062,2543,25090,,102640,5490,3156
01/11/2017,4810,14185,325.2299999999999,2994,18410,51970,2100,3091,2543,25425,,103370,5456,3130
02/11/2017,4844,14195,325.3299999999999,3002,18485,51560,2106,3147,2543,25615,,103120,5493,3162
03/11/2017,4849,14190,325.3299999999999,3008,18610,51820,2112,3177,2543,25520,,102880,5514,3146
06/11/2017,4824,14110,324.7299999999999,3014,18610,52090,2114,3229,2543,25965,,103180,5546,3136
07/11/2017,4855,13985,326.0799999999999,3032,18685,52010,2121,3233,2543,25820,,101680,5568,3172
08/11/2017,4845,13800,326.12999999999994,3029,18615,50830,2125,3239,2543,25650,,100710,5577,3146
09/11/2017,4855,13425,327.0799999999999,3047,18605,50640,2124,3251,2543,25635,,101040,5635,3178
10/11/2017,4852,13470,327.8299999999999,3028,18625,50990,2124,3227,2543,25685,,102860,5563,3106
13/11/2017,4833,13510,326.6299999999999,3032,18635,51060,2126,3305,2543,25985,,102780,5620,3102
14/11/2017,4837,13420,326.2799999999999,2998,18585,51440,2132,3292,2543,25935,,102970,5622,3054
15/11/2017,4838,13425,326.7799999999999,2980,18475,50260,2133,3244,2543,25100,,101970,5607,2998
16/11/2017,4837,13430,326.1299999999999,2988,18475,50220,2129,3238,2543,25100,,102070,5542,3016
17/11/2017,4843,13350,327.0799999999999,2989,18470,50320,2116,3304,2543,25125,,101440,5491,2986
20/11/2017,4861,13080,328.6299999999999,3000,18370,50360,2129,3308,2543,25215,,101610,5525,2942
21/11/2017,4841,12860,326.8799999999999,3047,18365,50840,2132,3378,2543,25165,,101900,5515,2934
22/11/2017,4838,12945,326.9299999999999,3048,18320,51520,2137,3395,2543,25220,,101710,5483,2946
23/11/2017,4839,12955,327.0799999999999,3043,18315,51260,2144,3371,2543,25555,,100660,5516,2938
24/11/2017,4844,12995,327.4299999999999,3044,18345,51750,2138,3370,2543,25675,,102240,5537,2956
27/11/2017,4837,12880,327.4299999999999,3031,18440,51180,2141,3274,2543,25240,,102080,5615,2910
28/11/2017,4839,12715,328.5299999999999,3030,18485,50820,2146,3285,2543,25375,,101920,5632,2898
29/11/2017,4809,12565,328.7299999999999,3005,18430,50560,2157,3321,2543,25605,,101380,5598,2852
30/11/2017,4739,12515,326.5299999999999,2924,18600,50250,2154,3299,2543,25310,,100550,5514,2882
01/12/2017,4715,12550,324.7299999999999,2936,18750,50310,2147,3369,2543,25920,,99630,5541,2894
04/12/2017,4705,12490,324.5299999999999,2964,18745,50960,2158,3480,2543,26320,,100660,5558,2904
05/12/2017,4693,12465,324.6799999999999,2939,18705,49970,2161,3568,2543,26110,,99310,5622,2826
06/12/2017,4653,12240,323.0299999999999,2937,18700,48840,2171,3599,2543,25725,,99710,5634,2844
07/12/2017,4609,12050,321.1299999999999,2817,18595,48600,2153,3497,2543,25365,,98660,5645,2728
08/12/2017,4581,12165,319.3299999999999,2793,18770,49090,2158,3525,2543,25460,,98190,5664,2720
11/12/2017,4597,12085,319.5299999999999,2821,18430,48710,2153,3540,2543,25415,,96560,5658,2738
12/12/2017,4586,12095,318.8799999999999,2815,18380,49460,2153,3621,2543,25560,,96300,5626,2762
13/12/2017,4578,12095,318.8299999999999,2822,18355,49740,2162,3607,2543,25475,,93080,5470,2744
14/12/2017,4652,12120,321.2299999999999,2836,18305,49680,2169,3568,2543,25675,,93560,5399,2654
15/12/2017,4634,12295,321.2299999999999,2832,18350,50310,2176,3561,2543,25810,,93350,5401,2650
18/12/2017,4653,12360,321.3799999999999,2874,18420,50950,2207,3609,2543,25955,,96380,5434,2682
19/12/2017,4659,12325,322.5299999999999,2869,18185,50780,2200,3599,2543,25815,,96110,5408,2630
20/12/2017,4653,12530,321.9299999999999,2847,18120,51070,2203,3629,2543,25865,,96950,5410,2626
21/12/2017,4650,12510,321.6799999999999,2842,18165,51620,2220,3587,2543,25760,,96940,5417,2538
22/12/2017,4650,12475,321.8799999999999,2801,18220,51890,2207,3583,2543,25400,,96640,5401,2470
25/12/2017,4694,12560,323.5799999999999,2866,18270,52090,2191,3527,2531,25425,,97440,5420,2508
26/12/2017,4697,12455,323.4799999999999,2870,18250,52630,2194,3562,2531,25710,,99350,5407,2510
27/12/2017,4711,12590,324.1299999999999,2870,18270,52350,2200,3524,2531,25565,,99030,5364,2554
28/12/2017,4744,12970,325.0299999999999,2832,18330,53160,2198,3502,2531,25595,,100530,5378,2542
29/12/2017,4736,13070,324.7799999999999,2826,18235,52820,2200,3516,2531,25500,,100980,5377,2516
02/01/2018,4755,12920,326.3799999999999,2839,18330,52630,2213,3586,2531,25735,,102080,5337,2628
03/01/2018,4750,12910,327.3299999999999,2859,18250,52210,2237,3572,2531,25690,,101190,5345,2626
04/01/2018,4738,12885,325.9799999999999,2869,18300,52560,2232,3596,2531,25510,,101450,5298,2672
05/01/2018,4743,12955,326.8299999999999,2872,18460,52250,2237,3587,2531,25485,,101740,5307,2672
08/01/2018,4744,12785,327.1799999999999,2888,18465,51930,2209,3655,2531,25470,,100750,5314,2604
09/01/2018,4749,12820,327.5299999999999,2876,18535,52250,2210,3643,2531,25470,,100760,5304,2642
10/01/2018,4726,12805,326.9299999999999,2896,18540,52040,2213,3640,2531,25430,,101440,5317,2646
11/01/2018,4738,12955,327.8299999999999,2862,18575,52350,2205,3638,2531,25565,,101290,5312,2634
12/01/2018,4743,12835,328.5299999999999,2844,18740,52040,2211,3615,2531,25690,,101540,5302,2586
15/01/2018,4779,12875,329.0299999999999,2873,18570,52230,2209,3600,2531,25840,,100980,5255,2588
16/01/2018,4760,12490,328.6299999999999,2803,18520,51540,2206,3490,2531,25620,,101110,5255,2576
17/01/2018,4729,12375,327.7799999999999,2799,18440,50820,2200,3486,2531,25540,,100870,5225,2556
18/01/2018,4705,12365,326.2299999999999,2805,18805,50910,2193,3483,2531,25560,,99910,5208,2570
19/01/2018,4687,12510,325.3299999999999,2736,18580,50950,2185,3463,2531,25460,,102190,5199,2526
22/01/2018,4691,12405,325.4799999999999,2723,18810,51140,2181,3476,2531,25470,,102830,5209,2592
23/01/2018,4700,12395,326.3799999999999,2733,18860,50960,2167,3506,2531,25190,,103040,5197,2608
24/01/2018,4689,12385,327.6799999999999,2721,18785,49970,2172,3479,2531,25170,,102740,5232,2628
25/01/2018,4769,12535,328.7299999999999,2736,18805,51080,2171,3505,2531,25150,,103030,5236,2626
26/01/2018,4742,12370,326.9299999999999,2727,18810,50670,2180,3490,2531,25165,,103230,5227,2644
29/01/2018,4728,12415,325.6799999999999,2728,18690,50840,2179,3510,2531,25165,,107090,5204,2662
30/01/2018,4676,12215,323.3299999999999,2736,18545,50210,2176,3476,2531,24790,,106160,5197,2576
31/01/2018,4685,12185,323.5799999999999,2731,18485,50460,2172,3447,2531,24515,,106290,5247,2606
01/02/2018,4683,12080,323.0299999999999,2672,18455,50220,2189,3435,2531,24350,,105410,5224,2544
02/02/2018,4677,12135,323.3799999999999,2667,18485,50760,2188,3437,2531,24400,,104830,5218,2478
05/02/2018,4582,12065,320.9799999999999,2694,18370,50280,2200,3466,2531,24450,,106250,5224,2458
06/02/2018,4620,11885,322.9799999999999,2700,18340,50000,2199,3479,2531,23980,,106140,5222,2448
07/02/2018,4584,11950,319.2799999999999,2719,18345,49960,2209,3462,2531,24050,,107390,5200,2480
