Datetime,AG,AL,AU,A,CF,CU,C,MA,PM,RU,SC,SN,SR,Y
08/02/2018,4527,11950,318.6799999999999,2738,18235,49190,2210,3450,2531,23785,,105500,5228,2488
09/02/2018,4540,11930,320.0299999999999,2760,18170,48630,2208,3431,2531,23845,,103340,5178,2468
12/02/2018,4543,12065,319.8799999999999,2762,18175,48780,2202,3385,2531,23915,,102480,5238,2492
13/02/2018,4565,12040,321.2299999999999,2761,18155,49210,2184,3380,2531,23845,,102940,5228,2498
14/02/2018,4571,11765,323.0799999999999,2768,18190,49860,2196,3382,2531,23895,,105020,5199,2482
22/02/2018,4528,11785,320.6299999999999,2813,18270,49820,2203,3392,2531,23895,,103320,5189,2506
23/02/2018,4549,12025,321.5799999999999,2828,18370,50660,2197,3428,2608,24245,,103450,5242,2596
26/02/2018,4579,11955,322.8299999999999,2832,18535,50670,2213,3364,2608,24330,,103620,5248,2632
27/02/2018,4572,11945,321.3799999999999,2851,18480,50440,2212,3339,2608,24280,,104390,5226,2614
28/02/2018,4537,11985,319.0299999999999,2860,18485,49660,2214,3341,2608,24425,,104210,5212,2644
01/03/2018,4528,12050,318.6799999999999,2877,18535,49360,2212,3326,2608,24405,,103470,5207,2646
02/03/2018,4536,12015,319.6799999999999,2911,18465,49430,2224,3340,2608,24345,,103520,5199,2702
05/03/2018,4550,11885,320.6299999999999,2900,18650,49010,2253,3341,2498,24450,,103750,5162,2702
06/03/2018,4541,12030,320.2799999999999,2891,18715,49510,2261,3331,2498,24325,,102730,5109,2680
07/03/2018,4564,11850,321.4799999999999,2875,18510,49370,2241,3339,2498,24260,,102720,5109,2614
08/03/2018,4557,11820,320.9799999999999,2896,18415,48910,2228,3305,2498,24305,,101750,5096,2580
09/03/2018,4540,11665,319.5299999999999,2834,18520,48080,2216,3354,2498,24015,,102600,5062,2518
12/03/2018,4540,11655,319.4799999999999,2811,18375,48850,2204,3376,2498,24090,,103110,5105,2520
13/03/2018,4534,11450,319.2799999999999,2816,18350,48630,2207,3388,2498,24090,,102300,5120,2556
14/03/2018,4546,11550,319.7299999999999,2826,18290,49220,2202,3421,2498,24170,,101310,5129,2558
15/03/2018,4538,11585,319.4799999999999,2838,18295,49010,2190,3399,2498,24205,,101010,5148,2532
16/03/2018,4521,11585,318.3299999999999,2905,18235,49010,2196,3370,2498,23975,,100860,5125,2532
19/03/2018,4486,11550,317.0299999999999,2914,18210,48310,2191,3452,2498,23905,,100990,5161,2534
20/03/2018,4498,11580,318.1799999999999,2907,18210,48330,2186,3450,2498,23635,,99890,5144,2508
21/03/2018,4491,11525,318.1299999999999,2915,18300,47470,2181,3440,2498,23525,,99460,5104,2476
22/03/2018,4535,11560,320.4799999999999,2915,18340,48130,2171,3481,2498,23525,,100960,5118,2526
23/03/2018,4545,11355,323.4799999999999,2959,18245,47000,2177,3383,2498,22700,,97620,5106,2502
26/03/2018,4537,11305,323.1299999999999,2967,18265,45890,2185,3361,2498,22415,405.4000000000001,98400,5102,2530
27/03/2018,4549,11415,322.7799999999999,2952,18250,46510,2171,3347,2498,22570,399.5000000000001,98060,5097,2470
28/03/2018,4509,11330,321.1799999999999,2938,18060,46150,2172,3349,2498,22470,385.9000000000001,96830,5080,2466
29/03/2018,4455,11410,318.0299999999999,2945,18015,46770,2169,3357,2498,22495,385.2000000000001,97920,5037,2396
30/03/2018,4471,11360,318.5299999999999,2945,18085,47070,2170,3382,2498,22660,395.8000000000001,100820,5059,2494
02/04/2018,4484,11580,318.7299999999999,2963,18040,47280,2176,3347,2498,22595,392.10000000000014,102240,5076,2578
03/04/2018,4503,11670,320.7299999999999,2987,18030,47260,2171,3321,2498,22450,378.0000000000001,101540,5046,2562
04/04/2018,4492,11600,320.3799999999999,3044,18010,47170,2186,3333,2498,22360,377.0000000000001,101390,5058,2628
09/04/2018,4489,11790,319.5299999999999,3128,18045,47500,2184,3405,2479,22470,377.8000000000001,100890,5059,2650
10/04/2018,4493,11845,319.6799999999999,3087,18065,47840,2175,3402,2479,22600,389.0000000000001,100790,5085,2624
11/04/2018,4508,11870,321.2799999999999,3069,18105,47840,2177,3392,2479,22500,393.3000000000001,100420,5074,2574
12/04/2018,4516,11820,322.1799999999999,3061,18055,47400,2170,3434,2479,22500,404.2000000000001,99300,5028,2504
13/04/2018,4488,12075,320.1299999999999,3077,18170,47300,2174,3455,2479,22525,402.5000000000001,99270,5035,2518
16/04/2018,4509,12120,321.2299999999999,3016,18160,47270,2167,3451,2479,22155,399.9000000000001,100220,4984,2482
17/04/2018,4519,12415,321.6299999999999,3037,18135,47600,2166,3472,2479,22110,402.9000000000001,101090,4939,2494
18/04/2018,4533,12425,321.4799999999999,2998,18120,47950,2164,3514,2456,22210,405.2000000000001,101830,4940,2476
19/04/2018,4617,12875,322.1799999999999,2958,18160,48720,2163,3507,2456,22800,416.10000000000014,101880,4983,2494
20/04/2018,4603,12450,320.8299999999999,2972,18130,48180,2168,3440,2456,22575,412.2000000000001,102080,5008,2484
23/04/2018,4588,12530,319.5299999999999,2952,18230,48640,2167,3479,2456,22700,415.2000000000001,101750,4987,2498
24/04/2018,4535,11880,318.8299999999999,2951,18185,48310,2164,3519,2456,22550,422.8000000000001,99890,4956,2436
25/04/2018,4529,11900,318.5799999999999,2952,18105,48330,2163,3478,2456,22625,413.5000000000001,99700,5007,2440
26/04/2018,4523,11860,318.8799999999999,2916,18170,48370,2153,3460,2456,22440,416.9000000000001,100360,5000,2410
27/04/2018,4511,11975,318.1299999999999,2895,18165,48340,2157,3478,2456,22310,419.7000000000001,101300,4945,2408
02/05/2018,4479,11925,317.3799999999999,2916,18205,47970,2162,3503,2275,22545,419.0000000000001,101000,4911,2432
03/05/2018,4496,12065,317.42999999999984,2939,18335,47840,2165,3499,2427,22625,422.5000000000001,100890,4916,2452
04/05/2018,4499,12070,317.57999999999987,2927,18345,48070,2170,3556,2427,22635,422.4000000000001,101400,4918,2440
07/05/2018,4507,12155,318.42999999999984,2943,18500,47930,2168,3560,2427,22785,433.8000000000001,101040,4932,2480
08/05/2018,4510,12175,318.22999999999985,2883,18490,47950,2170,3559,2427,22755,434.60000000000014,99790,4925,2456
09/05/2018,4502,12050,317.8799999999999,2878,18420,47490,2173,3570,2427,22625,440.7000000000001,99000,4923,2498
10/05/2018,4517,12045,318.07999999999987,2887,18475,47690,2178,3577,2427,22700,451.9000000000001,100080,4920,2516
11/05/2018,4535,12090,318.47999999999985,2856,18440,48060,2180,3589,2427,22700,446.7000000000001,99190,4943,2504
14/05/2018,4530,12055,318.42999999999984,2851,18485,48180,2189,3568,2427,22620,441.10000000000014,99730,4993,2454
15/05/2018,4491,12140,317.07999999999987,2825,18395,47830,2193,3604,2463,22460,448.3000000000001,99890,4984,2440
16/05/2018,4469,12210,314.52999999999986,2783,19065,47640,2196,3636,2463,22475,448.60000000000014,99310,5001,2414
17/05/2018,4467,12305,313.1299999999999,2775,19060,47670,2194,3638,2463,22465,457.4000000000001,99540,5019,2418
18/05/2018,4482,12260,313.57999999999987,2785,19555,47910,2198,3626,2463,22785,462.0000000000001,98580,5006,2484
21/05/2018,4465,12185,312.77999999999986,2795,20120,47990,2206,3613,2463,23250,457.9000000000001,99820,5031,2468
22/05/2018,4483,12030,313.52999999999986,2783,19880,48060,2195,3583,2463,23175,460.60000000000014,99400,5027,2486
23/05/2018,4494,12020,313.77999999999986,2750,19655,48390,2190,3576,2463,22880,460.10000000000014,100860,5020,2472
24/05/2018,4489,12165,315.52999999999986,2773,19855,48050,2211,3569,2463,22875,460.5000000000001,101820,5046,2498
25/05/2018,4503,12245,316.82999999999987,2761,19945,48110,2205,3523,2463,22895,452.9000000000001,100140,5032,2468
28/05/2018,4481,12220,315.6299999999999,2795,19885,48230,2210,3531,2463,22740,438.3000000000001,104090,4959,2424
29/05/2018,4478,12145,316.52999999999986,2812,20570,48330,2214,3539,2463,22950,439.3000000000001,108270,4966,2480
30/05/2018,4478,12110,317.42999999999984,2809,20720,47400,2206,3516,2463,22675,439.4000000000001,106900,4971,2512
31/05/2018,4509,12010,317.77999999999986,2784,20665,48000,2203,3555,2463,22690,448.0000000000001,108590,4963,2518
01/06/2018,4492,12070,317.1299999999999,2779,20830,48100,2194,3588,2463,22700,450.2000000000001,108430,4990,2536
04/06/2018,4487,12060,315.67999999999984,2829,20350,48380,2194,3566,2463,22715,446.4000000000001,105380,5006,2558
05/06/2018,4483,12065,315.17999999999984,2828,19995,48910,2188,3536,2463,22625,441.7000000000001,105310,4961,2506
06/06/2018,4497,12305,315.67999999999984,2774,19660,49710,2189,3544,2463,22640,440.5000000000001,106230,4912,2488
07/06/2018,4513,12440,315.42999999999984,2733,19745,50550,2193,3607,2463,22705,441.3000000000001,107050,4918,2496
08/06/2018,4506,12265,315.3799999999999,2664,19640,50170,2181,3599,2463,22435,443.8000000000001,105650,4756,2408
11/06/2018,4550,12270,315.97999999999985,2674,19810,50550,2179,3620,2463,22420,443.0000000000001,105740,4785,2412
12/06/2018,4552,12245,315.67999999999984,2677,19720,50360,2179,3644,2463,22420,447.60000000000014,105470,4790,2374
13/06/2018,4545,12025,315.3799999999999,2679,20105,49920,2182,3617,2463,21855,440.0000000000001,101100,4732,2306
14/06/2018,4610,11975,316.6299999999999,2684,19585,50020,2189,3610,2463,21830,443.60000000000014,101030,4731,2330
15/06/2018,4620,11765,316.92999999999984,2689,19565,50050,2186,3629,2463,21810,442.7000000000001,100940,4728,2338
19/06/2018,4486,11460,314.67999999999984,2755,18760,48070,2189,3571,2463,21210,435.8000000000001,98440,4614,2132
20/06/2018,4479,11555,313.47999999999985,2748,18900,48370,2196,3587,2463,21370,439.7000000000001,99620,4635,2168
21/06/2018,4476,11540,312.72999999999985,2709,18905,48170,2193,3540,2463,21360,435.3000000000001,99340,4639,2164
22/06/2018,4508,11565,313.82999999999987,2702,18950,48260,2193,3534,2463,21500,434.5000000000001,99700,4652,2166
25/06/2018,4500,11495,314.42999999999984,2732,18990,48070,2202,3541,2463,21490,442.0000000000001,98820,4662,2182
26/06/2018,4507,11390,314.52999999999986,2733,18845,48020,2206,3527,2463,21505,447.0000000000001,99050,4668,2176
27/06/2018,4505,11530,314.8799999999999,2761,18830,47870,2212,3550,2463,21510,460.5000000000001,98560,4674,2232
28/06/2018,4494,11530,314.17999999999984,2764,18705,48030,2207,3594,2463,21475,466.5000000000001,97760,4623,2228
29/06/2018,4498,11520,314.67999999999984,2787,18750,48050,2213,3636,2463,21595,470.3000000000001,97810,4630,2244
02/07/2018,4496,11330,315.3799999999999,2813,18730,47600,2211,3621,2503,21465,477.10000000000014,98680,4577,2270
03/07/2018,4495,11380,315.17999999999984,2778,18695,47820,2212,3633,2503,21555,479.0000000000001,99240,4557,2270
04/07/2018,4506,11315,315.92999999999984,2751,18470,46490,2211,3676,2502,21430,472.2000000000001,98260,4527,2254
05/07/2018,4501,11275,316.02999999999986,2778,18235,45720,2204,3684,2502,21425,473.10000000000014,96200,4457,2266
06/07/2018,4501,11365,316.52999999999986,2719,18315,45470,2205,3703,2502,21355,471.2000000000001,96950,4460,2288
09/07/2018,4508,11450,316.3799999999999,2730,18540,46260,2208,3688,2651,21515,473.2000000000001,97560,4413,2288
10/07/2018,4498,11470,315.27999999999986,2671,18525,46030,2199,3714,2651,21355,480.4000000000001,97700,4370,2198
11/07/2018,4490,11295,316.1299999999999,2659,18485,44390,2201,3699,2651,21335,483.4000000000001,96190,4301,2174
12/07/2018,4481,11410,315.17999999999984,2640,18740,45270,2200,3716,2651,21375,468.10000000000014,97690,4307,2186
13/07/2018,4482,11325,314.97999999999985,2582,18815,44990,2204,3676,2651,21345,466.60000000000014,98700,4357,2144
16/07/2018,4475,11285,315.32999999999987,2582,18875,44990,2219,3661,2651,21295,467.4000000000001,98550,4349,2130
17/07/2018,4466,11360,314.82999999999987,2608,18705,45080,2218,3659,2651,21355,454.7000000000001,97650,4436,2152
18/07/2018,4418,11310,312.32999999999987,2601,18690,44530,2218,3666,2651,21425,457.0000000000001,98240,4452,2164
19/07/2018,4423,11350,313.57999999999987,2602,18780,44940,2217,3691,2651,21325,461.60000000000014,98080,4438,2188
20/07/2018,4426,11340,313.92999999999984,2607,18705,44860,2214,3723,2651,21305,468.9000000000001,98960,4353,2162
23/07/2018,4440,11530,315.17999999999984,2596,18595,45290,2191,3723,2554,21180,465.9000000000001,98420,4341,2178
24/07/2018,4434,11620,314.97999999999985,2590,18715,45580,2196,3760,2554,21130,470.2000000000001,97980,4350,2182
25/07/2018,4451,11670,314.97999999999985,2614,18870,46180,2191,3721,2554,21340,478.60000000000014,99120,4387,2182
26/07/2018,4454,11615,315.3799999999999,2631,18795,46410,2193,3709,2554,21315,479.3000000000001,99120,4390,2242
27/07/2018,4439,11685,314.77999999999986,2615,18750,46360,2186,3721,2554,21305,482.4000000000001,100300,4421,2264
30/07/2018,4441,11700,314.82999999999987,2641,18785,45630,2200,3769,2554,21320,485.4000000000001,101330,4497,2298
31/07/2018,4451,11825,314.92999999999984,2637,19170,46100,2210,3751,2554,21360,488.70000000000016,101700,4460,2304
01/08/2018,4447,11715,314.72999999999985,2616,19010,46090,2211,3744,2554,21240,478.8000000000001,100690,4383,2298
02/08/2018,4440,11605,314.02999999999986,2606,18890,45610,2207,3815,2481,21255,479.2000000000001,100750,4359,2308
03/08/2018,4432,11675,313.47999999999985,2568,18955,45500,2201,3918,2484,21175,489.0000000000001,98900,4440,2284
06/08/2018,4445,11680,313.52999999999986,2618,19170,45570,2228,4022,2435,21345,494.10000000000014,99610,4504,2328
07/08/2018,4445,11715,313.3799999999999,2642,19325,45750,2225,4034,2523,21505,512.7000000000002,100550,4478,2362
08/08/2018,4435,11705,312.77999999999986,2777,19260,45740,2244,3990,2523,21490,498.70000000000016,100730,4500,2372
09/08/2018,4436,12035,312.82999999999987,2762,19295,46150,2230,3959,2548,21570,492.10000000000025,100610,4487,2398
10/08/2018,4431,11830,312.67999999999984,2762,19325,45800,2230,3915,2454,21370,485.2000000000002,98850,4470,2380
13/08/2018,4429,11900,313.3799999999999,2726,19030,45930,2249,3926,2454,21465,488.2000000000002,99190,4493,2326
14/08/2018,4391,11910,310.92999999999984,2758,18920,45720,2248,4031,2454,21335,494.9000000000002,98680,4401,2348
15/08/2018,4369,11750,310.67999999999984,2779,18705,44750,2248,4008,2454,21345,489.0000000000002,97070,4299,2366
16/08/2018,4282,11650,307.27999999999986,2735,18660,43780,2239,3997,2502,20880,476.8000000000002,96630,4312,2318
17/08/2018,4291,11615,306.67999999999984,2705,18525,43900,2221,3936,2432,20715,475.6000000000002,95990,4256,2366
20/08/2018,4305,11665,308.42999999999984,2656,18840,44450,2229,4038,2521,20905,470.3000000000002,96560,4330,2360
21/08/2018,4306,11915,309.6299999999999,2665,18970,44900,2225,4007,2521,21640,475.3000000000002,96380,4337,2368
22/08/2018,4295,11865,309.52999999999986,2687,18940,44490,2240,4057,2521,21570,483.5000000000002,96830,4343,2358
23/08/2018,4275,11840,309.47999999999985,2631,18740,44190,2234,3979,2521,21365,486.9000000000002,96420,4342,2348
24/08/2018,4283,12000,309.57999999999987,2644,18890,44710,2232,3971,2521,21470,490.7000000000002,97230,4430,2344
27/08/2018,4296,11945,310.72999999999985,2584,19125,44990,2238,3969,2521,21505,489.7000000000002,97420,4441,2270
28/08/2018,4306,12180,311.57999999999987,2601,18995,44850,2243,3968,2521,21265,490.9000000000002,98040,4396,2312
29/08/2018,4279,12085,310.32999999999987,2616,18775,45030,2233,3948,2521,21330,487.4000000000002,97390,4330,2266
30/08/2018,4280,12160,310.72999999999985,2638,18810,45000,2240,3969,2490,21445,501.70000000000016,97100,4338,2282
31/08/2018,4268,12100,311.07999999999987,2623,18710,44780,2260,3932,2443,21350,502.9000000000002,97820,4343,2252
03/09/2018,4236,12055,309.8799999999999,2638,18890,44370,2280,3882,2515,20980,500.10000000000025,96840,4294,2306
04/09/2018,4201,11980,308.8799999999999,2602,18600,43980,2271,3914,2515,20965,502.8000000000002,95140,4300,2358
05/09/2018,4149,11820,308.8799999999999,2570,18690,43710,2272,3951,2515,21000,500.20000000000016,96850,4302,2340
06/09/2018,4163,11835,309.67999999999984,2607,18630,43790,2270,3946,2515,21050,498.9000000000002,95930,4315,2358
07/09/2018,4162,11805,310.47999999999985,2632,18510,43860,2270,4026,2515,20965,495.70000000000016,94950,4267,2356
10/09/2018,4160,11795,309.52999999999986,2797,18640,43760,2280,4064,2515,21030,503.4000000000002,96430,4205,2400
11/09/2018,4176,11870,310.27999999999986,2760,18595,44210,2274,4008,2515,20920,503.20000000000016,96910,4252,2390
12/09/2018,4161,11705,310.07999999999987,2746,18630,44030,2260,3947,2515,21260,514.8000000000002,95560,4259,2376
13/09/2018,4175,11655,311.3799999999999,2671,18620,44920,2238,3909,2474,21410,512.2000000000002,95830,4319,2312
14/09/2018,4182,11735,311.92999999999984,2694,18515,44720,2236,3929,2474,21320,504.70000000000016,95360,4319,2320
17/09/2018,4161,11595,310.6299999999999,2706,18525,44230,2240,3934,2474,21115,506.70000000000016,95800,4315,2334
18/09/2018,4169,11635,310.92999999999984,2731,18450,44980,2241,3919,2474,21125,502.20000000000016,95940,4269,2306
19/09/2018,4171,11685,311.22999999999985,2693,17935,45940,2244,4007,2474,21125,507.60000000000025,96110,4259,2262
20/09/2018,4211,11725,311.47999999999985,2695,18190,45640,2249,4010,2474,21560,514.8000000000002,97510,4275,2234
21/09/2018,4248,11850,312.32999999999987,2697,18150,46040,2238,4010,2474,21455,511.0000000000002,98840,4270,2218
25/09/2018,4226,11760,311.22999999999985,2731,18030,46660,2217,4001,2478,21505,528.0000000000002,98310,4309,2300
26/09/2018,4257,11690,311.6299999999999,2738,18030,46830,2214,3920,2478,21495,533.1000000000003,97230,4379,2358
27/09/2018,4258,11510,310.67999999999984,2706,17680,46430,2209,3919,2478,21275,536.6000000000003,99390,4336,2350
28/09/2018,4223,11460,308.17999999999984,2743,17680,46470,2203,3898,2478,21350,542.5000000000002,99410,4341,2338
08/10/2018,4272,11600,311.92999999999984,2818,17610,46310,2220,3995,2478,21320,551.4000000000002,98650,4477,2366
09/10/2018,4269,11710,311.17999999999984,2814,17605,46800,2220,4092,2440,21740,571.8000000000002,98650,4523,2448
10/10/2018,4268,11550,311.17999999999984,2810,17515,47070,2202,4118,2438,21575,576.2000000000002,98510,4474,2464
11/10/2018,4261,11335,312.72999999999985,2789,17305,46280,2223,4059,2438,21150,553.1000000000003,98440,4408,2358
12/10/2018,4292,11440,316.1299999999999,2824,17625,47100,2219,4162,2438,21295,552.2000000000002,99150,4457,2402
15/10/2018,4321,11295,318.6299999999999,2773,17620,46870,2210,4136,2438,21195,552.0000000000002,98330,4456,2400
16/10/2018,4315,11360,318.52999999999986,2789,17465,46490,2211,4037,2438,21095,538.9000000000002,99160,4471,2354
17/10/2018,4314,11415,317.77999999999986,2788,17525,46590,2214,4057,2509,21260,544.9000000000002,100040,4491,2362
18/10/2018,4282,11255,318.02999999999986,2762,17360,46430,2224,4055,2550,20980,533.6000000000003,98970,4508,2272
19/10/2018,4315,11260,319.32999999999987,2725,17235,46570,2232,4020,2550,21005,530.7000000000002,98290,4546,2258
22/10/2018,4313,11290,319.1299999999999,2700,17330,46840,2244,4001,2550,21050,538.2000000000002,98810,4533,2268
23/10/2018,4321,11315,320.22999999999985,2681,17365,46390,2239,3997,2550,20925,533.0000000000002,99110,4506,2236
24/10/2018,4348,11365,320.42999999999984,2696,17385,46660,2242,4035,2519,20935,515.1000000000003,99240,4461,2180
25/10/2018,4361,11370,321.77999999999986,2697,17160,46090,2247,3926,2504,20775,515.2000000000002,99160,4516,2154
26/10/2018,4337,11285,321.57999999999987,2661,17075,46080,2247,3894,2512,20825,517.2000000000002,98920,4462,2158
29/10/2018,4332,11305,321.1299999999999,2614,16795,46100,2253,3742,2512,20330,515.0000000000002,98130,4412,2184
30/10/2018,4298,11200,320.52999999999986,2554,16900,46030,2266,3690,2512,20340,520.3000000000002,98120,4425,2132
31/10/2018,4279,11075,318.17999999999984,2574,16900,45390,2247,3688,2512,20220,514.0000000000002,97140,4433,2136
01/11/2018,4273,10985,318.57999999999987,2547,16855,45060,2246,3593,2512,20255,501.5000000000002,97290,4386,2118
